candidate_id,confidence_score,county_guess,category_guess,source_file,source_path,line_number,matched_terms,review_status,matched_line,context,created_at
candidate_01538,14,Unknown,Dust / PM,August-4-2010.txt,archive/extracted_text/legacy/August-4-2010.txt,557,adjoining property owner,needs_human_review,"Melody Rasmussen, an adjoining property owner and r esident on Lower Red Creek,","education and being productive citizens. Melody Rasmussen, an adjoining property owner and r esident on Lower Red Creek, stated her concerns about the dust, noise and the d angers to the wildlife that will come with the approval of this application. She has sick  children and feels the clean air and",2026-06-11T19:21:59
candidate_01539,14,Unknown,Dust / PM,August-4-2010.txt,archive/extracted_text/legacy/August-4-2010.txt,558,concerns about the dust,needs_human_review,"stated her concerns about the dust, noise and the d angers to the wildlife that will come","Melody Rasmussen, an adjoining property owner and r esident on Lower Red Creek, stated her concerns about the dust, noise and the d angers to the wildlife that will come with the approval of this application. She has sick  children and feels the clean air and peacefulness in the area helps keep them healthier.",2026-06-11T19:21:59
candidate_01574,14,Unknown,Dust / PM,August-5-2009.txt,archive/extracted_text/legacy/August-5-2009.txt,649,nuisance,needs_human_review,with the Nuisance Ordinance.,"9:30 PM on Saturdays and 9:00 AM to 9:30 PM on Sundays and holidays).  The applicant proposes operating hours of weekdays, 9:00 AM to 4:00 PM, which complies with the Nuisance Ordinance. Mr. Hyde stated it will be interesting to see if there are any noise and dust issues since",2026-06-11T19:21:59
candidate_01734,14,Duchesne,Air Quality / Odor,Duchesne-County-Planning-Commission-Meeting-Minutes-June-26th-2024.txt,archive/extracted_text/legacy/Duchesne-County-Planning-Commission-Meeting-Minutes-June-26th-2024.txt,123,air quality; flare,needs_human_review,emphasizing the reduction in flare gas emissions and the positive impact on air quality.,"Public Comments: ● Sean Welch, representing Crusoe Energy: Discussed the benefits of the project, emphasizing the reduction in flare gas emissions and the positive impact on air quality. ● Rikki Hrenko-Browning, representing the Utah Petroleum Association: Echoed Mr. Welch's comments, appreciating the revisions made to balance reducing flaring and",2026-06-11T19:21:59
candidate_01881,14,Unknown,Dust / PM,January-3-2007.txt,archive/extracted_text/legacy/January-3-2007.txt,293,nuisance; vibration,needs_human_review,"Mr. Hyde stated that nuisance factors such as noise , vibrations, smoke and dust also","visible from Highway 40 require a permit from UDOT. Mr. Hyde stated that nuisance factors such as noise , vibrations, smoke and dust also needs to be taken into consideration.  The proposed  use could generate an increase in noise and vibration in the area due to increased traffic.  There could be additional",2026-06-11T19:21:59
candidate_01951,14,Unknown,Air Quality / Odor,July-1-2009.txt,archive/extracted_text/legacy/July-1-2009.txt,163,complaint,needs_human_review,complaint is received and to establish a criteria for unacceptable odor. Some odor is,"problem and stated the steps they are taking to get  the system running with results pending. He also asked the commission to identify a ny and all odor sources when a complaint is received and to establish a criteria for unacceptable odor. Some odor is expected and accepted; what level would that be. In closing, Mr. Bro stated he has a letter from IHI Environmental an Industrial Hygienists and Odor control Specialty",2026-06-11T19:21:59
candidate_01975,14,Unknown,Air Quality / Odor,July-10-2012.txt,archive/extracted_text/legacy/July-10-2012.txt,57,air quality,needs_human_review,"control plan, comply with their DEQ air quality permit and operate in accordance with all","Mr. Hyde recommends that the Planning Commission ma intain the conditional use permit in effect provided that the owners and opera tor implement their approved dust control plan, comply with their DEQ air quality permit and operate in accordance with all conditions of the Conditional Use permit issued Oct ober 5, 2011.  Failure to do so will result in another public hearing to consider permit revocation.",2026-06-11T19:21:59
candidate_01993,14,Duchesne,Dust / PM,July-11-2007.txt,archive/extracted_text/legacy/July-11-2007.txt,484,nuisance,needs_human_review,Duchesne County Nuisance Ordinance prohibits noise that is bothersome to others,Mr. Hyde stated that the applicants have agreed to control the noise and the dust.  The Duchesne County Nuisance Ordinance prohibits noise that is bothersome to others later than 9:30 PM or earlier that 7:00 AM on weekdays.  Morning noise limits are 8:00 AM on Saturdays and 9:00 AM on Sundays and holidays .  The applicant indicates that,2026-06-11T19:21:59
candidate_02042,14,Unknown,Dust / PM,June-1-2011.txt,archive/extracted_text/legacy/June-1-2011.txt,418,truck traffic,needs_human_review,"roads, fence lines, access to the site and the adde d truck traffic.","There was some discussion with the commission, Mr. Haslem and Mr. Danley about roads, fence lines, access to the site and the adde d truck traffic. Commissioner Moon asked about dust control and any complaints. Mr. Hyde stated",2026-06-11T19:21:59
candidate_02043,14,Unknown,Dust / PM,June-1-2011.txt,archive/extracted_text/legacy/June-1-2011.txt,420,complaint; complaints,needs_human_review,Commissioner Moon asked about dust control and any complaints. Mr. Hyde stated,"roads, fence lines, access to the site and the adde d truck traffic. Commissioner Moon asked about dust control and any complaints. Mr. Hyde stated they will need Tri County Health Department approval of their dust control plan and any complaints will be corrected thru the planning office.",2026-06-11T19:21:59
candidate_02065,14,Unknown,Dust / PM,June-4-2014.txt,archive/extracted_text/legacy/June-4-2014.txt,469,nuisance,needs_human_review,no nuisance noise is generated earlier than 7:00 AM  or later than 9:30 PM.  Fencing the,"(7:00) A.M. Mr. Hyde stated based on the standards above, the a pplicant will need to ensure that no nuisance noise is generated earlier than 7:00 AM  or later than 9:30 PM.  Fencing the yard with a sight-obscuring fence should help reduce noise. Dust is not anticipated to be an issue since the yard will be fenced (creating a windbreak) and there will be a low",2026-06-11T19:21:59
candidate_02109,14,Unknown,Dust / PM,June-5-2013.txt,archive/extracted_text/legacy/June-5-2013.txt,801,public hearing,needs_human_review,With no other questions the public hearing was clos ed.,the view from the river bottom. With no other questions the public hearing was clos ed. There was some discussion with the commission about  the dust and noise concerns,2026-06-11T19:21:59
candidate_02168,14,Unknown,Dust / PM,March-3-2010.txt,archive/extracted_text/legacy/March-3-2010.txt,163,nuisance,needs_human_review,Mr. Hyde stated noise and dust are potential nuisance factors associated with this type,"radiation. Mr. Hyde stated noise and dust are potential nuisance factors associated with this type of land use.  The county Nuisance Ordinance sets fo rth time limits during which noise is permitted (7:00 AM to 9:30 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and",2026-06-11T19:22:00
candidate_02169,14,Unknown,Dust / PM,March-3-2010.txt,archive/extracted_text/legacy/March-3-2010.txt,164,nuisance,needs_human_review,of land use.  The county Nuisance Ordinance sets fo rth time limits during which noise is,"Mr. Hyde stated noise and dust are potential nuisance factors associated with this type of land use.  The county Nuisance Ordinance sets fo rth time limits during which noise is permitted (7:00 AM to 9:30 PM on weekdays, 8:00 AM to 9:30 PM on Saturdays and 9:00 AM to 9:30 PM on Sundays and holidays).  The o perator will need to keep these",2026-06-11T19:22:00
candidate_02177,14,Unknown,Dust / PM,March-4-2009.txt,archive/extracted_text/legacy/March-4-2009.txt,208,truck traffic,needs_human_review,Mr. Hyde stated the Pariette Road sees a lot of hea vy truck traffic associated with the,"detrimental to the public health, safety or general welfare. Mr. Hyde stated the Pariette Road sees a lot of hea vy truck traffic associated with the energy industry and agriculture.  The proposed location is along 9000 South, which is a paved, dead-end road that serves five dwelling units.  Until now, there has been very",2026-06-11T19:22:00
candidate_02178,14,Duchesne,Dust / PM,March-4-2009.txt,archive/extracted_text/legacy/March-4-2009.txt,211,heavy truck; public hearing; truck traffic,needs_human_review,little heavy truck traffic on this road.  The public hearing will reveal whether,"energy industry and agriculture.  The proposed location is along 9000 South, which is a paved, dead-end road that serves five dwelling units.  Until now, there has been very little heavy truck traffic on this road.  The public hearing will reveal whether neighborhood property owners feel this increased truck traffic is deemed detrimental to public health, safety or general welfare.  The Duchesne County Road Department has",2026-06-11T19:22:00
